BATHRM,HF_BATHRM,HEAT,AC,NUM_UNITS,ROOMS,BEDRM,AYB,YR_RMDL,STORIES,PRICE,QUALIFIED,SALE_NUM,GBA,STYLE_D,STRUCT_D,GRADE,CNDTN,EXTWALL,ROOF,INTWALL,KITCHENS,FIREPLACES,USECODE,LANDAREA,ZIPCODE,LATITUDE,LONGITUDE,CENSUS_TRACT,WARD
2,1,Warm Cool,Y,1,10,4,1936,1977,2.25,500000,U,1,2540,2.5 Story Fin,Single,Good Quality,Very Good,Common Brick,Slate,Hardwood,1,2,12,6225,20015,38.97033772,-77.06830192,1500,Ward 4
2,1,Warm Cool,Y,1,7,3,1925,1985,2,321000,Q,1,1780,2 Story,Single,Good Quality,Good,Brick/Siding,Comp Shingle,Hardwood,1,1,12,5707,20015,38.97037583,-77.07010779,1500,Ward 4
1,2,Hot Water Rad,Y,1,7,3,1930,2006,2,685000,Q,1,1579,2 Story,Single,Good Quality,Good,Brick/Stucco,Comp Shingle,Hardwood,1,1,12,5682,20015,38.96895792,-77.06664193,1500,Ward 4
3,1,Hot Water Rad,Y,1,9,3,1935,2008,2,900000,Q,1,1915,2 Story,Single,Very Good,Average,Common Brick,Slate,Hardwood,1,2,12,4747,20015,38.96880748,-77.06938261,1500,Ward 4
1,3,Hot Water Rad,Y,1,7,3,1932,1994,2,888000,Q,6,1552,2 Story,Single,Good Quality,Good,Stone/Stucco,Slate,Hardwood,1,1,12,4573,20015,38.96931485,-77.06919386,1500,Ward 4
2,1,Hot Water Rad,Y,1,8,4,1931,2017,2,845000,Q,5,1390,2 Story,Single,Good Quality,Good,Common Brick,Slate,Hardwood,1,1,12,3644,20015,38.96904836,-77.06893085,1500,Ward 4
3,1,Hot Water Rad,Y,1,8,4,1931,2015,2,782000,Q,1,1790,2 Story,Single,Good Quality,Average,Brick/Siding,Slate,Hardwood,1,1,12,5115,20015,38.9690529,-77.06870884,1500,Ward 4
2,1,Forced Air,Y,1,9,4,1931,2006,2.5,1337500,Q,6,2216,2.5 Story Fin,Single,Good Quality,Good,Common Brick,Slate,Hardwood,1,1,12,7649,20015,38.96918572,-77.06863765,1500,Ward 4
2,2,Forced Air,Y,1,5,3,1931,1990,2,790000,Q,1,1831,2 Story,Single,Very Good,Good,Stucco,Slate,Hardwood,1,1,12,4050,20015,38.96958944,-77.06868812,1500,Ward 4
2,1,Warm Cool,Y,1,7,3,1936,1989,2,800000,U,3,1787,2 Story,Single,Good Quality,Good,Brick/Siding,Slate,Hardwood,1,1,12,3800,20015,38.96954374,-77.06844379,1500,Ward 4
4,1,Warm Cool,Y,1,10,5,1932,2006,2.75,1360000,Q,2,2479,2 Story,Single,Good Quality,Good,Common Brick,Slate,Hardwood,1,1,12,7050,20015,38.96884644,-77.06808101,1500,Ward 4
3,1,Warm Cool,Y,1,9,4,1933,2009,2,1700000,Q,2,4377,2 Story,Single,Very Good,Good,Common Brick,Slate,Hardwood,1,1,12,11982,20015,38.96947656,-77.06824986,1500,Ward 4
3,1,Ht Pump,Y,1,9,5,1937,1989,2.5,1349000,Q,3,2629,2.5 Story Fin,Single,Very Good,Good,Common Brick,Slate,Hardwood,1,2,12,5225,20015,38.96883723,-77.06703277,1500,Ward 4
3,1,Hot Water Rad,Y,1,10,5,1936,2016,2.5,1710000,Q,4,2578,2.5 Story Fin,Single,Good Quality,Very Good,Brick/Siding,Comp Shingle,Hardwood,1,1,12,3122,20015,38.96957415,-77.06957549,1500,Ward 4
4,1,Warm Cool,Y,1,14,6,1917,2015,2,3000000,U,4,6343,2 Story,Single,Excellent,Very Good,Wood Siding,Comp Shingle,Hardwood,1,2,12,16029,20015,38.96949546,-77.06675287,1500,Ward 4
3,1,Hot Water Rad,Y,1,8,5,1935,2020,2,975000,Q,2,2519,2 Story,Single,Very Good,Good,Common Brick,Slate,Hardwood,1,1,12,3769,20015,38.97497243,-77.06614994,1500,Ward 4
3,1,Ht Pump,Y,1,8,4,1933,2021,2,1407500,Q,4,1811,2 Story,Single,Good Quality,Very Good,Common Brick,Slate,Hardwood,1,2,12,6090,20015,38.97438315,-77.06560792,1500,Ward 4
2,1,Ht Pump,Y,1,6,3,1933,2020,2.25,1170000,Q,4,1740,2.5 Story Fin,Single,Good Quality,Good,Brick/Siding,Slate,Hardwood,1,1,12,6976,20015,38.97344808,-77.06610617,1500,Ward 4
4,1,Hot Water Rad,Y,1,10,6,1933,2009,2.5,1395000,Q,6,2842,2.5 Story Fin,Single,Good Quality,Good,Common Brick,Slate,Hardwood,1,1,12,9995,20015,38.97359637,-77.0660725,1500,Ward 4
4,1,Hot Water Rad,N,1,10,5,1942,1987,2.5,376000,Q,1,2540,2.5 Story Fin,Single,Very Good,Average,Brick/Stone,Slate,Carpet,1,1,12,5104,20015,38.97338223,-77.06497588,1500,Ward 4
2,1,Hot Water Rad,Y,1,8,3,1935,2000,2,875000,Q,3,1423,2 Story,Single,Good Quality,Good,Common Brick,Slate,Hardwood,1,1,12,3285,20015,38.97303863,-77.06567754,1500,Ward 4
3,2,Forced Air,Y,1,11,5,1939,2021,2,840000,Q,1,2212,2 Story,Single,Very Good,Good,Common Brick,Slate,Hardwood,1,1,12,3257,20015,38.97471903,-77.06614532,1500,Ward 4
3,1,Warm Cool,Y,1,6,3,1939,2014,2,1200000,Q,4,1943,2 Story,Single,Good Quality,Good,Brick/Siding,Slate,Hardwood,1,1,12,3257,20015,38.97476737,-77.06588259,1500,Ward 4
3,1,Warm Cool,Y,1,9,5,1940,2022,2,1200000,Q,2,1875,2 Story,Single,Very Good,Good,Common Brick,Slate,Hardwood,1,1,12,3250,20015,38.97465805,-77.06582017,1500,Ward 4
2,1,Hot Water Rad,Y,1,8,4,1932,2003,2,270000,Q,1,2318,2 Story,Single,Good Quality,Average,Common Brick,Slate,Hardwood,1,1,12,7027,20015,38.97410822,-77.06607886,1500,Ward 4
2,2,Warm Cool,Y,1,10,3,1935,1996,2,1250000,Q,1,2462,2 Story,Single,Good Quality,Good,Common Brick,Slate,Hardwood,1,1,12,7221,20015,38.97305938,-77.06480179,1500,Ward 4
2,1,Hot Water Rad,Y,1,7,3,1930,1981,1.75,825000,Q,1,1708,2 Story,Single,Very Good,Good,Common Brick,Slate,Hardwood,1,2,12,5154,20015,38.97453289,-77.06571677,1500,Ward 4
3,1,Warm Cool,Y,1,10,5,1936,2017,2.5,1560000,Q,2,3767,2.5 Story Fin,Single,Very Good,Good,Common Brick,Slate,Hardwood,1,3,12,7369,20015,38.96895632,-77.06949907,1500,Ward 4
3,2,Forced Air,Y,1,10,3,1929,2007,2,1300000,Q,1,2448,2 Story,Single,Very Good,Very Good,Stucco,Comp Shingle,Hardwood,1,1,12,10500,20015,38.96946489,-77.06724257,1500,Ward 4
3,1,Warm Cool,Y,1,11,6,1926,2000,2.25,801815,Q,1,2462,2.5 Story Fin,Single,Very Good,Very Good,Wood Siding,Comp Shingle,Hardwood,1,1,12,6909,20015,38.96839098,-77.06781448,1500,Ward 4
2,1,Warm Cool,Y,1,7,4,1934,1990,2,1265000,Q,2,1984,2 Story,Single,Very Good,Good,Common Brick,Slate,Hardwood,1,2,12,6909,20015,38.96839613,-77.0672763,1500,Ward 4
3,1,Hot Water Rad,Y,1,7,4,1916,2013,1.75,850000,Q,1,2205,2 Story,Single,Good Quality,Average,Stucco,Comp Shingle,Hardwood,1,1,12,5000,20015,38.96627012,-77.06660884,1500,Ward 4
3,2,Warm Cool,Y,1,8,4,1922,2008,3,503500,Q,1,3301,3 Story,Single,Good Quality,Good,Common Brick,Slate,Hardwood,1,1,12,7188,20015,38.96508011,-77.06667881,1401,Ward 4
5,1,Hot Water Rad,Y,1,10,4,1930,2022,2.5,1665000,Q,4,2950,2.5 Story Fin,Single,Good Quality,Very Good,Wood Siding,Comp Shingle,Hardwood,1,1,12,7823,20015,38.96513583,-77.06734049,1401,Ward 4
4,1,Forced Air,Y,1,9,4,1949,2021,2.25,1010000,Q,3,2210,2.5 Story Fin,Single,Good Quality,Average,Common Brick,Comp Shingle,Hardwood/Carp,1,1,12,3957,20015,38.96561627,-77.06760864,1401,Ward 4
3,1,Warm Cool,Y,1,9,4,1940,1989,2,1150000,Q,3,2136,2 Story,Single,Very Good,Good,Wood Siding,Comp Shingle,Hardwood,1,1,12,5000,20015,38.9651991,-77.06665203,1401,Ward 4
2,1,Hot Water Rad,Y,1,7,4,1917,2005,2.5,1590000,Q,2,2400,2.5 Story Fin,Single,Very Good,Very Good,Stucco,Comp Shingle,Hardwood,1,1,12,7708,20015,38.96506866,-77.06774751,1401,Ward 4
3,2,Warm Cool,Y,1,10,4,1937,2005,2,341500,Q,1,2612,2 Story,Single,Very Good,Good,Common Brick,Comp Shingle,Hardwood,1,3,12,6567,20015,38.96284121,-77.0666226,1401,Ward 4
3,1,Warm Cool,Y,1,10,5,1923,2008,2.25,415000,Q,1,2786,2.5 Story Fin,Single,Good Quality,Good,Wood Siding,Comp Shingle,Hardwood,1,1,12,5909,20015,38.96350566,-77.06661791,1401,Ward 4
2,2,Hot Water Rad,N,1,8,3,1931,2014,2.5,993133,Q,1,2914,2.5 Story Fin,Single,Very Good,Average,Common Brick,Comp Shingle,Hardwood,1,1,12,7150,20015,38.9642169,-77.06659919,1401,Ward 4
2,1,Warm Cool,Y,1,8,4,1931,1990,2,1079000,Q,1,2522,2 Story,Single,Good Quality,Good,Common Brick,Slate,Hardwood,1,1,12,5200,20015,38.96420338,-77.06688718,1401,Ward 4
4,1,Forced Air,Y,1,10,6,1937,2016,2.5,529000,Q,1,2348,2.5 Story Fin,Single,Good Quality,Average,Brick/Siding,Slate,Hardwood,2,1,12,4525,20015,38.96425421,-77.06746416,1401,Ward 4
2,1,Hot Water Rad,Y,1,8,4,1926,2007,1.5,390000,U,1,2456,1.5 Story Fin,Single,Good Quality,Good,Wood Siding,Comp Shingle,Hardwood,1,1,12,5000,20015,38.96445965,-77.06753855,1401,Ward 4
3,1,Forced Air,Y,1,7,3,1914,2007,2,710000,U,1,2544,2 Story,Single,Good Quality,Good,Brick/Siding,Comp Shingle,Hardwood,1,2,12,7150,20015,38.96470611,-77.06660299,1401,Ward 4
1,2,Hot Water Rad,Y,1,8,3,1924,2022,2,900000,Q,2,1622,2 Story,Single,Very Good,Average,Stucco,Comp Shingle,Hardwood,1,1,12,5200,20015,38.96470531,-77.06689354,1401,Ward 4
4,1,Warm Cool,Y,1,6,5,1937,2006,2,507000,Q,1,1944,2 Story,Single,Good Quality,Good,Common Brick,Slate,Hardwood,1,2,12,2830,20015,38.96518837,-77.07125979,1401,Ward 3
2,1,Warm Cool,Y,1,7,3,1919,2019,2,930000,U,3,1788,2 Story,Single,Good Quality,Average,Wood Siding,Comp Shingle,Hardwood,1,1,12,6008,20015,38.96694369,-77.06980105,1401,Ward 3
1,1,Warm Cool,Y,1,8,3,1926,1987,2.5,905000,Q,3,2388,2.5 Story Fin,Single,Good Quality,Average,Wood Siding,Comp Shingle,Hardwood,1,1,12,3926,20015,38.96698376,-77.07088749,1401,Ward 3
3,2,Hot Water Rad,Y,1,13,6,1931,1981,2.5,920000,Q,1,3313,2.5 Story Fin,Single,Very Good,Average,Brick/Stone,Slate,Hardwood,1,1,12,6740,20015,38.9673923,-77.07129753,1401,Ward 3
3,1,Hot Water Rad,Y,1,8,6,1930,2002,2,1650000,Q,2,2883,2 Story,Single,Good Quality,Very Good,Brick/Stucco,Slate,Hardwood,1,1,12,7209,20015,38.96689485,-77.07059015,1401,Ward 3
3,1,Warm Cool,Y,1,9,5,1928,2006,1.75,1649500,Q,2,2654,2 Story,Single,Very Good,Good,Stucco,Comp Shingle,Hardwood,1,1,12,7209,20015,38.96737846,-77.07079718,1401,Ward 3
4,1,Hot Water Rad,Y,1,10,5,1925,2012,2,1200000,Q,1,2568,2 Story,Single,Good Quality,Good,Aluminum,Comp Shingle,Hardwood,1,1,12,7209,20015,38.96693136,-77.07039357,1401,Ward 3
3,1,Warm Cool,Y,1,7,4,1940,2014,2,787000,Q,1,2947,2 Story,Single,Good Quality,Good,Common Brick,Slate,Hardwood,1,1,12,5764,20015,38.9678579,-77.07035906,1401,Ward 3
3,1,Warm Cool,Y,1,8,4,1941,2006,2,815000,U,1,2196,2 Story,Single,Very Good,Average,Common Brick,Slate,Hardwood,1,1,12,5764,20015,38.96782933,-77.07049242,1401,Ward 3
4,1,Hot Water Rad,N,1,8,3,1929,1996,2.5,372500,Q,1,2628,2.5 Story Fin,Single,Good Quality,Good,Common Brick,Comp Shingle,Hardwood,1,1,12,5764,20015,38.96785276,-77.07077261,1401,Ward 3
3,1,Hot Water Rad,Y,1,9,3,1928,2021,2,1256500,Q,2,2507,2 Story,Single,Very Good,Good,Common Brick,Comp Shingle,Hardwood,1,1,12,5764,20015,38.96785331,-77.07091489,1401,Ward 3
2,1,Warm Cool,Y,1,12,3,1930,1977,2,335000,Q,1,1528,2 Story,Single,Good Quality,Good,Common Brick,Comp Shingle,Hardwood,1,1,12,5764,20015,38.96784764,-77.07119956,1401,Ward 3
2,1,Warm Cool,Y,1,6,3,1928,1985,1.5,900000,Q,3,1594,1.5 Story Fin,Single,Good Quality,Average,Common Brick,Comp Shingle,Hardwood,1,1,12,4800,20015,38.9689039,-77.0700888,1401,Ward 3
3,1,Ht Pump,Y,1,11,5,1925,2020,2.5,1285000,Q,1,4684,2.5 Story Fin,Single,Very Good,Good,Brick/Stucco,Slate,Hardwood,1,2,12,8624,20015,38.96889317,-77.0725102,1401,Ward 3
2,2,Hot Water Rad,Y,1,6,4,1928,2007,2.25,907000,U,1,1536,2.5 Story Fin,Single,Good Quality,Good,Wood Siding,Shake,Hardwood,1,1,12,5582,20015,38.96784404,-77.07148226,1401,Ward 3
2,1,Warm Cool,Y,1,8,3,1936,1994,2,339500,Q,1,2094,2 Story,Single,Very Good,Average,Common Brick,Slate,Hardwood,1,2,12,6124,20015,38.96784131,-77.07020153,1401,Ward 3
3,2,Hot Water Rad,Y,1,10,5,1926,2009,2.5,1360000,Q,4,2684,2.5 Story Fin,Single,Very Good,Good,Stucco,Slate,Hardwood,1,1,12,5000,20015,38.96886001,-77.07205079,1401,Ward 3
2,1,Warm Cool,Y,1,9,3,1925,2017,2.5,1010000,Q,2,2187,2.5 Story Fin,Semi-Detached,Good Quality,Good,Stucco,Slate,Hardwood,1,1,13,4323,20015,38.96841011,-77.07031944,1401,Ward 3
2,2,Hot Water Rad,Y,1,9,4,1925,2009,2,1295000,Q,4,1914,2 Story,Single,Good Quality,Good,Wood Siding,Shake,Hardwood,1,1,12,6000,20015,38.96823107,-77.06979112,1401,Ward 3
2,1,Warm Cool,Y,1,8,4,1925,1957,2,965000,Q,3,2190,2 Story,Single,Good Quality,Average,Stucco,Comp Shingle,Hardwood,1,1,12,6000,20015,38.96810688,-77.06973538,1401,Ward 3
2,1,Hot Water Rad,N,1,9,2,1935,2006,2,330000,Q,1,1746,2 Story,Single,Very Good,Average,Common Brick,Slate,Hardwood,1,1,12,3272,20015,38.96848451,-77.07210545,1401,Ward 3
5,1,Warm Cool,Y,2,12,7,1936,2022,2.5,1500000,Q,2,3890,2.5 Story Fin,Single,Very Good,Average,Common Brick,Comp Shingle,Hardwood,2,1,12,11695,20015,38.96935754,-77.07026718,1401,Ward 3
3,1,Warm Cool,Y,1,8,4,1980,2006,2,1565000,Q,3,2850,2 Story,Single,Very Good,Good,Common Brick,Comp Shingle,Hardwood,1,1,12,7350,20015,38.96883471,-77.07113869,1401,Ward 3
3,1,Hot Water Rad,Y,1,8,3,1926,2017,2,1665000,Q,2,2326,2 Story,Single,Good Quality,Good,Stucco,Comp Shingle,Hardwood,1,1,12,6935,20015,38.96782854,-77.07165222,1401,Ward 3
2,2,Warm Cool,Y,1,7,3,1925,2000,2,949000,Q,1,2670,2 Story,Single,Very Good,Very Good,Common Brick,Comp Shingle,Hardwood,1,1,12,7500,20015,38.9688602,-77.07074684,1401,Ward 3
3,1,Warm Cool,Y,1,11,5,1980,2018,2,2241755,Q,3,2460,2 Story,Single,Very Good,Excellent,Common Brick,Comp Shingle,Hardwood,1,1,12,7287,20015,38.96883457,-77.07151095,1401,Ward 3
4,1,Warm Cool,Y,1,12,5,1928,1975,2.5,1000000,Q,3,2856,2.5 Story Fin,Single,Very Good,Average,Common Brick,Comp Shingle,Hardwood,1,1,12,6774,20015,38.97116605,-77.07200742,1401,Ward 3
4,1,Warm Cool,Y,1,13,6,1925,2013,3,1800000,Q,1,3792,3 Story,Single,Very Good,Good,Common Brick,Built Up,Hardwood,1,2,12,6375,20015,38.96998728,-77.07177775,1401,Ward 3
2,1,Warm Cool,Y,1,8,3,1938,1986,2,870509,Q,1,2082,2 Story,Single,Very Good,Good,Common Brick,Slate,Wood Floor,1,1,12,5934,20015,38.97071541,-77.07165005,1401,Ward 3
3,1,Warm Cool,Y,1,8,3,1939,2021,2.25,1020000,Q,1,2309,2.5 Story Fin,Single,Very Good,Very Good,Common Brick,Comp Shingle,Hardwood,1,1,12,5995,20015,38.97069998,-77.07198422,1401,Ward 3
3,2,Forced Air,Y,1,8,4,1924,2016,2,1015000,Q,1,3062,2 Story,Single,Good Quality,Good,Common Brick,Comp Shingle,Hardwood,1,1,12,5370,20015,38.96999709,-77.07062427,1401,Ward 3
4,1,Hot Water Rad,Y,1,8,4,1923,2005,2.25,1060000,Q,1,2248,2.5 Story Fin,Single,Good Quality,Good,Common Brick,Comp Shingle,Hardwood,1,1,12,5313,20015,38.97000785,-77.07099066,1401,Ward 3
3,1,Warm Cool,Y,1,12,5,1924,2006,2.5,459000,U,1,2580,2.5 Story Fin,Single,Very Good,Good,Common Brick,Comp Shingle,Hardwood,1,1,12,5313,20015,38.97000043,-77.07135472,1401,Ward 3
3,1,Warm Cool,Y,1,9,4,1925,2013,3,960000,Q,1,3175,3 Story,Single,Very Good,Good,Brick/Siding,Slate,Hardwood,1,1,12,6375,20015,38.96998193,-77.07154176,1401,Ward 3
2,1,Warm Cool,Y,1,10,5,1925,2012,2.75,1107000,Q,1,3221,3 Story,Single,Excellent,Good,Common Brick,Clay Tile,Hardwood,1,1,12,6163,20015,38.96998575,-77.07236707,1401,Ward 3
5,1,Warm Cool,Y,1,15,6,1925,1987,2.5,1449000,Q,1,4164,2.5 Story Fin,Single,Very Good,Good,Common Brick,Comp Shingle,Hardwood,1,1,12,7013,20015,38.96999606,-77.07259464,1401,Ward 3
3,1,Warm Cool,Y,1,9,3,1925,2015,2.5,1035000,Q,1,2370,2.5 Story Fin,Single,Very Good,Good,Brick/Siding,Comp Shingle,Hardwood,1,1,12,5415,20015,38.97034092,-77.07240828,1401,Ward 3
3,1,Warm Cool,Y,1,10,4,1925,2002,2,1244000,Q,3,2350,2 Story,Single,Good Quality,Good,Brick/Siding,Comp Shingle,Hardwood,1,2,12,4693,20015,38.97031933,-77.07221255,1401,Ward 3
4,1,Hot Water Rad,N,1,11,5,1925,2020,2.5,1595000,Q,3,2209,2.5 Story Fin,Single,Very Good,Good,Common Brick,Comp Shingle,Hardwood,1,1,12,4693,20015,38.9703398,-77.07202978,1401,Ward 3
3,1,Warm Cool,Y,1,8,3,1925,1991,2,814000,Q,1,2056,2 Story,Single,Good Quality,Good,Brick/Siding,Comp Shingle,Hardwood,1,1,12,4693,20015,38.97032983,-77.07184675,1401,Ward 3
3,1,Hot Water Rad,Y,1,8,4,1935,2013,2,525000,U,1,2514,2 Story,Single,Very Good,Good,Common Brick,Slate,Hardwood,1,2,12,4959,20015,38.97070112,-77.07217509,1401,Ward 3
3,1,Warm Cool,Y,1,10,4,1941,2016,2,1400000,Q,3,3178,2 Story,Single,Very Good,Good,Wood Siding,Comp Shingle,Hardwood,1,1,12,10500,20015,38.97477045,-77.06728508,1500,Ward 4
3,1,Warm Cool,Y,1,8,5,1932,1966,2,400000,Q,1,2190,2 Story,Single,Good Quality,Good,Common Brick,Slate,Hardwood,1,1,12,9000,20015,38.97438697,-77.06774737,1500,Ward 4
4,1,Warm Cool,Y,1,11,5,1935,1996,2,1075000,Q,5,2690,2 Story,Single,Good Quality,Average,Brick/Siding,Slate,Hardwood,1,1,12,9000,20015,38.97501657,-77.06693784,1500,Ward 4
5,1,Hot Water Rad,Y,1,12,5,1925,2021,2.5,1225000,Q,1,3431,2.5 Story Fin,Single,Very Good,Good,Common Brick,Slate,Hardwood,1,2,12,12000,20015,38.97489928,-77.06710991,1500,Ward 4
4,1,Forced Air,Y,1,7,6,1932,2006,2.5,2450000,Q,4,3568,2.5 Story Fin,Single,Very Good,Very Good,Common Brick,Slate,Hardwood,1,3,12,8642,20015,38.97529886,-77.06667314,1500,Ward 4
4,1,Warm Cool,Y,1,11,4,1933,2006,2,1130000,Q,1,2266,2 Story,Single,Good Quality,Good,Brick/Siding,Comp Shingle,Hardwood,1,1,12,5818,20015,38.97504064,-77.06664658,1500,Ward 4
3,1,Warm Cool,Y,1,9,4,1948,2012,2.5,515000,Q,1,3177,2.5 Story Fin,Single,Very Good,Good,Common Brick,Comp Shingle,Hardwood,1,1,12,6600,20015,38.97433654,-77.06667477,1500,Ward 4
3,1,Forced Air,Y,1,9,5,1922,2003,2.75,517000,Q,1,2985,3 Story,Single,Excellent,Good,Common Brick,Slate,Hardwood,1,1,12,7800,20015,38.97416853,-77.06664092,1500,Ward 4
4,1,Warm Cool,Y,1,10,4,1940,2011,2.5,1220000,Q,1,2924,2.5 Story Fin,Single,Good Quality,Good,Common Brick,Built Up,Hardwood,1,1,12,10800,20015,38.97309107,-77.06724449,1500,Ward 4
2,1,Warm Cool,Y,1,10,4,1938,1998,2,1330000,U,1,2160,2 Story,Single,Very Good,Good,Common Brick,Comp Shingle,Hardwood,1,1,12,10943,20015,38.97354628,-77.06889862,1500,Ward 4
3,1,Warm Cool,Y,1,9,4,1910,2001,2,1500000,Q,2,2134,2 Story,Single,Very Good,Good,Wood Siding,Comp Shingle,Hardwood,1,1,12,10800,20015,38.97379098,-77.06763752,1500,Ward 4
3,1,Hot Water Rad,Y,1,8,4,1925,1994,2.5,1075000,Q,4,2670,2.5 Story Fin,Single,Very Good,Average,Stucco,Shake,Hardwood,1,1,12,4041,20015,38.97304047,-77.06920429,1500,Ward 4
4,1,Hot Water Rad,Y,1,12,6,1932,2002,2.5,1250000,Q,1,3783,2.5 Story Fin,Single,Very Good,Very Good,Common Brick,Comp Shingle,Hardwood,1,2,12,11423,20015,38.97304082,-77.06829955,1500,Ward 4
3,1,Warm Cool,Y,2,16,5,1926,2015,1.75,1210000,Q,3,2640,2 Story,Single,Very Good,Good,Common Brick,Comp Shingle,Hardwood,2,1,12,7200,20015,38.97304329,-77.0666783,1500,Ward 4
3,1,Warm Cool,Y,1,7,3,1925,1993,2,435000,Q,1,2311,2 Story,Single,Good Quality,Good,Shingle,Comp Shingle,Hardwood,1,1,12,5375,20015,38.97227282,-77.06944288,1500,Ward 4
3,2,Warm Cool,Y,1,9,4,1926,1983,2.5,1650000,Q,2,2461,2.5 Story Fin,Single,Very Good,Good,Stucco,Clay Tile,Hardwood,1,2,12,5375,20015,38.97260442,-77.06882778,1500,Ward 4
2,1,Forced Air,Y,1,10,5,1927,1992,2.5,1175000,Q,1,3042,2.5 Story Fin,Single,Good Quality,Very Good,Stucco,Comp Shingle,Hardwood,1,1,12,5993,20015,38.9726035,-77.06746779,1500,Ward 4
2,1,Warm Cool,Y,1,7,4,1934,2021,2.5,950000,Q,3,2488,2.5 Story Fin,Single,Very Good,Good,Common Brick,Slate,Hardwood,1,1,12,3861,20015,38.97263518,-77.06798874,1500,Ward 4
2,2,Warm Cool,Y,1,9,4,1935,1992,3,1400000,U,1,1674,3 Story,Single,Good Quality,Very Good,Common Brick,Slate,Hardwood,1,1,12,3752,20015,38.97263042,-77.06826869,1500,Ward 4
3,1,Hot Water Rad,Y,1,6,4,1935,2007,2,350000,Q,1,1846,2 Story,Single,Good Quality,Good,Brick/Siding,Comp Shingle,Hardwood,1,1,12,3847,20015,38.97264528,-77.06811834,1500,Ward 4
4,1,Warm Cool,Y,1,9,5,1941,1992,2.5,1295000,Q,1,2696,2.5 Story Fin,Single,Good Quality,Very Good,Common Brick,Slate,Hardwood,1,1,12,5438,20015,38.97224293,-77.06819516,1500,Ward 4
2,1,Warm Cool,Y,1,12,4,1941,2011,2,882000,Q,1,2720,2 Story,Single,Good Quality,Good,Common Brick,Slate,Hardwood,1,1,12,5544,20015,38.97224868,-77.06837842,1500,Ward 4
6,1,Warm Cool,Y,1,12,7,1953,2016,2,1450000,Q,1,3818,2 Story,Single,Good Quality,Good,Stucco,Comp Shingle,Hardwood,1,1,12,7146,20015,38.97222706,-77.06670038,1500,Ward 4
3,1,Forced Air,Y,1,9,5,1931,2011,2,950000,Q,1,2494,2 Story,Single,Very Good,Good,Common Brick,Slate,Hardwood,1,1,12,5438,20015,38.97262436,-77.06691413,1500,Ward 4
3,1,Warm Cool,Y,1,7,5,1937,1968,2.25,875000,Q,1,1989,2.5 Story Fin,Single,Good Quality,Good,Common Brick,Slate,Hardwood,1,2,12,6520,20015,38.96785363,-77.06477848,1500,Ward 4
3,1,Warm Cool,Y,1,9,4,1973,2000,2,1400000,Q,5,2844,2 Story,Single,Very Good,Good,Brick/Siding,Comp Shingle,Hardwood,1,3,12,6520,20015,38.9678815,-77.06491582,1500,Ward 4
1,1,Hot Water Rad,N,1,6,3,1931,2011,2,561000,U,1,1485,2 Story,Single,Good Quality,Average,Brick/Stucco,Shake,Hardwood,1,1,12,6520,20015,38.9678237,-77.06562589,1500,Ward 4
5,1,Warm Cool,Y,1,11,5,1928,2020,2,2250000,Q,3,3291,2 Story,Single,Good Quality,Very Good,Common Brick,Slate,Hardwood,1,1,12,6508,20015,38.96783957,-77.06575318,1500,Ward 4
2,2,Hot Water Rad,Y,1,7,3,1931,2016,2,810000,U,3,2094,2 Story,Single,Very Good,Good,Stone/Stucco,Comp Shingle,Hardwood,1,2,12,6116,20015,38.96781532,-77.06610729,1500,Ward 4
5,1,Forced Air,Y,1,10,4,1918,2019,2,1112500,Q,1,3010,2 Story,Single,Good Quality,Good,Common Brick,Comp Shingle,Hardwood,1,1,12,4600,20015,38.96826725,-77.06613229,1500,Ward 4
3,1,Warm Cool,Y,1,7,4,1937,2016,2.75,1150000,Q,4,2096,2.5 Story Fin,Single,Very Good,Average,Common Brick,Slate,Hardwood,1,1,12,5007,20015,38.96847345,-77.0654789,1500,Ward 4
4,1,Warm Cool,Y,1,13,6,1937,2013,2.5,1175000,Q,1,2600,2.5 Story Fin,Single,Good Quality,Good,Common Brick,Comp Shingle,Hardwood,1,2,12,5007,20015,38.96845858,-77.06533937,1500,Ward 4
3,1,Warm Cool,Y,1,8,5,1941,2012,2.25,1573001,Q,2,2044,2.5 Story Fin,Single,Very Good,Good,Common Brick,Slate,Hardwood,1,1,12,5007,20015,38.96845351,-77.06505816,1500,Ward 4
3,1,Forced Air,Y,1,9,4,1945,2009,2.25,1187500,Q,3,2062,2.5 Story Fin,Single,Very Good,Good,Common Brick,Comp Shingle,Hardwood,1,2,12,5007,20015,38.9684181,-77.06478822,1500,Ward 4
3,1,Warm Cool,Y,1,7,3,1937,1999,2,1001421,Q,3,2024,2 Story,Single,Very Good,Average,Common Brick,Slate,Hardwood,2,1,12,5447,20015,38.9688414,-77.06457859,1500,Ward 4
2,1,Warm Cool,Y,1,9,3,1937,2001,2.5,851000,Q,1,2168,2.5 Story Fin,Single,Very Good,Good,Common Brick,Slate,Hardwood,1,1,12,5764,20015,38.96887216,-77.06471778,1500,Ward 4
3,1,Warm Cool,Y,1,8,4,1936,2020,2,1365000,Q,3,1880,2 Story,Single,Good Quality,Good,Common Brick,Slate,Hardwood,1,1,12,5764,20015,38.9688462,-77.06485808,1500,Ward 4
